TRAVEL_ID,TRAVELER_ID,TRAVEL_PURPOSE
g_g001276,g001276,26;22;2
g_g001280,g001280,22;24;25;26;27
g_g001288,g001288,5
g_g001289,g001289,24;27;8
g_g001290,g001290,13;27
g_g001291,g001291,9
g_g001293,g001293,3;12;1
g_g001296,g001296,6;1;26;22
g_g001297,g001297,1;6
g_g001299,g001299,21;22
g_g001300,g001300,22
g_g001301,g001301,1;11;3;4;5
g_g001305,g001305,1;22;26;3;9
g_g001309,g001309,1;2;21;22;26
g_g001313,g001313,2;1;26;7;22
g_g001315,g001315,2;4;5;6;7
g_g001319,g001319,24
g_g001320,g001320,9;12;22;24;26;28
g_g001322,g001322,12;2;22;24
g_g001323,g001323,13;27;3
g_g001329,g001329,22;26;8
g_g001337,g001337,22;26;8
g_g001338,g001338,21;22;27;6
g_g001343,g001343,21;22;24;6;8
g_g001344,g001344,2;22;26;3;6
g_g001346,g001346,21;22;24;27;28
g_g001350,g001350,11;2;22;26;6
g_g001352,g001352,2;23;6
g_g001353,g001353,1;12;2;6;7
g_g001356,g001356,22;24
g_g001362,g001362,2;3;4;5;8
g_g001364,g001364,12;22;25
g_g001371,g001371,1;2;3
g_g001374,g001374,2;5;22;21
g_g001381,g001381,22;23;26;5
g_g001383,g001383,22;26;4;7
g_g001386,g001386,10;11;21
g_g001388,g001388,2;22;23;24;8
g_g001390,g001390,1;21;28;4;6
g_g001556,g001556,21
g_g001563,g001563,1;2;3;6;24;26;27;22;28;12;11;9
g_g001564,g001564,2;26
g_g001565,g001565,12;3
g_g001566,g001566,22;24;3;4;9
g_g001567,g001567,2
g_g001575,g001575,2;3;27;1;22;21
g_g001576,g001576,1;2;21;22;3
g_g001580,g001580,11;22;3;6
g_g001584,g001584,10;21
g_g001587,g001587,1;4;9
g_g001590,g001590,2;22;3;6;9
g_g001598,g001598,11;2;22;27;3
g_g001599,g001599,2;21;27;3;5
g_g001603,g001603,1;23;4;5
g_g001606,g001606,22;11;3;2
g_g001611,g001611,1;22;26;3;7
g_g001612,g001612,10;21;24
g_g001614,g001614,21;22;27;3
g_g001615,g001615,2;21;22;6
g_g001619,g001619,1;2;3;6;9
g_g001620,g001620,1;21;22;8
g_g001621,g001621,13;28;3
g_g001623,g001623,22;24
g_g001625,g001625,1
g_g001627,g001627,2;3
g_g001630,g001630,2;22;12;9;24;21
g_g001640,g001640,22;23;5
g_g001644,g001644,2;3;6;28;27;26;24;23;22;21;12;13;11;9;5;4
g_g001645,g001645,10;22;26
g_g001646,g001646,3;8
g_g001648,g001648,22;4;6
g_g001650,g001650,11;2;6
g_g001651,g001651,12;2
g_g001652,g001652,6;22
g_g001656,g001656,26;5
g_g001662,g001662,8;22;5
g_g001665,g001665,21
g_g001668,g001668,22;26
g_g001669,g001669,21;22;24;27;8
g_g001673,g001673,22;26
g_g001674,g001674,1;2;21;23;5
g_g001677,g001677,22;27;5
g_g001678,g001678,3;4
g_g001679,g001679,22
g_g001681,g001681,10;22;23;26;5
g_g001682,g001682,8;21;2;24
g_g001684,g001684,22;23;24;3
g_g001686,g001686,1;2;22;5
g_g001689,g001689,2;21;28;8
g_g001690,g001690,22;26;27;4
g_g001692,g001692,5;3;2;4;21
g_g001693,g001693,22;5
g_g001694,g001694,4;22;26;2
g_g001695,g001695,22;24;3
g_g001697,g001697,4
g_g001698,g001698,12;22;5
g_g001700,g001700,2;24;28;3;5
g_g001701,g001701,6;9;11;22;21
g_g001702,g001702,2;22;26;3;9
g_g001703,g001703,1;22;4;6;7
g_g001704,g001704,24;26;27;28;5
g_g001708,g001708,1;22;24
g_g001710,g001710,5;6;9
g_g001715,g001715,1;3;4
g_g001716,g001716,21;22;23;24;26
g_g001718,g001718,2;23
g_g001721,g001721,22;28
g_g001722,g001722,1;2;22;3;4
g_g001724,g001724,21;22;26;27
g_g001733,g001733,1;2;22;3;6
g_g001734,g001734,2;12;21;22;23;26
g_g001740,g001740,22;23;24;26
g_g001741,g001741,2;22;26
g_g001743,g001743,22;4;6
g_g001753,g001753,21;22;24;26;6
g_g001755,g001755,11;2;22;3
g_g001761,g001761,12;3;4;5;6
g_g001763,g001763,11;21;22;24;6
g_g001764,g001764,13;3
g_g001765,g001765,11;13;2;24;3
g_g001768,g001768,2;11
g_g001779,g001779,4;6
g_g001780,g001780,13;8
g_g001786,g001786,1;2;3;4;9
g_g001789,g001789,1;23;24;26;4
g_g001791,g001791,8;21;4
g_g001794,g001794,22;25;4
g_g001795,g001795,22;28;5
g_g001796,g001796,1;22;26;3;4
g_g001797,g001797,3;4;6;10;11;21;22;24;23;27
g_g001798,g001798,10;21;23;24;5
g_g001799,g001799,8;22;21;2;25;5
g_g001803,g001803,13;2;4;6
g_g001806,g001806,22;24;26;3;4
g_g001810,g001810,2;22;26;27;4
g_g001812,g001812,1;22;26;3;6
g_g001818,g001818,12;2;22;3;9
g_g001819,g001819,21;22;24;26;28
g_g001826,g001826,12;2;27
g_g001829,g001829,2;22;4;7
g_g001830,g001830,22;4;5
g_g001832,g001832,13;22;3
g_g001833,g001833,22;24;26;6;8
g_g001834,g001834,2;22;24;26;4
g_g001835,g001835,24;4
g_g001836,g001836,22
g_g001837,g001837,12;22;26
g_g001846,g001846,10;27;4;8
g_g001850,g001850,2
g_g001856,g001856,21;22;6
g_g001857,g001857,10
g_g001859,g001859,21;22;26;3;5
g_g001866,g001866,1;22;24;27
g_g001868,g001868,1;11;2;4;9
g_g001875,g001875,1;6
g_g001876,g001876,5
g_g001877,g001877,2;21;22
g_g001879,g001879,12;22;24;3;6
g_g001880,g001880,3;22;28
g_g001881,g001881,1;22;24;4
g_g001882,g001882,2;21;22
g_g001884,g001884,27
g_g001888,g001888,1;2;24;5;6
g_g001890,g001890,12;21;3;8
g_g001891,g001891,1;22;24;26;4
g_g001895,g001895,3;9
g_g001900,g001900,1;3;4;6;9;13;24
g_g001913,g001913,1;2;22;23
g_g001914,g001914,1;10;22;23
g_g001916,g001916,1;26;6
g_g001920,g001920,2;21;22;24;26
g_g001928,g001928,1;3;12;6;13
g_g001929,g001929,5;4
g_g001932,g001932,22;26;3;24;26;22;21;9;11;6;6;26;4;3;2
g_g001947,g001947,1;4
g_g001954,g001954,2
g_g001963,g001963,13;25;3;6
g_g001964,g001964,22;24;28;3;6
g_g001965,g001965,23;3;4;5;6
g_g001977,g001977,2;21;22
g_g001981,g001981,12;21;24;6
g_g001984,g001984,26;22;23;24;22;3
g_g001993,g001993,2;22
g_g002014,g002014,1;2;3;4;6;9;12;21;22;24;26
g_g002017,g002017,26
g_g002019,g002019,12;2;21;4;6
g_g002028,g002028,2;23;6
g_g002032,g002032,3;5;8
g_g002035,g002035,22;23;4
g_g002037,g002037,1;22;26;6;2
g_g002041,g002041,1;3;6;8;9
g_g002046,g002046,2;22;26;4
g_g002048,g002048,21;22;5;7;8
g_g002056,g002056,2
g_g002059,g002059,12;13;2;21;3
g_g002073,g002073,1;22;3
g_g002075,g002075,22;23;24;26
g_g002078,g002078,1;2;4;23
g_g002088,g002088,1;22;10;6;26
g_g002089,g002089,22;3;4;5;6
g_g002094,g002094,2;21;22;9
g_g002096,g002096,13;2;28;3;6
g_g002098,g002098,1;21;3;5;6
g_g002104,g002104,1;2;3;5;6;12;21;22;23;26;27
g_g002109,g002109,1;10;23;21;27
g_g002110,g002110,10;21;22
g_g002120,g002120,13;3
g_g002122,g002122,24;27;6;8
g_g002127,g002127,3;8;9;27
g_g002130,g002130,1;11;28;4;5
g_g002134,g002134,8
g_g002144,g002144,1;2;4;5;7
g_g002148,g002148,2;21;22;26;27
g_g002151,g002151,10;21;22;4;9
g_g002152,g002152,27;4;3;1;24;28;26
g_g002154,g002154,8;28;22
g_g002156,g002156,2;21;22;3
g_g002159,g002159,12;21;23;25;27
g_g002164,g002164,1;12;2;4
g_g002169,g002169,1;5;6
g_g002176,g002176,12;2;22;26;3
g_g002177,g002177,8;28;27;22;21
g_g002178,g002178,1;22;4
g_g002189,g002189,1;2;22;23;6
g_g002190,g002190,7;26;22;27;3;4;2;6;11;12;13
g_g002195,g002195,22;3;4
g_g002202,g002202,26;4;5;22;24
g_g002207,g002207,2;21;22;26;6
g_g002212,g002212,2;22;26
g_g002214,g002214,24;7
g_g002219,g002219,11;2
g_g002220,g002220,21;22;27;6;9
g_g002222,g002222,23;24;3;6
g_g002223,g002223,21;24
g_g002224,g002224,21;22;26;4
g_g002230,g002230,1;4;6;7;9
g_g002232,g002232,22;13;21;12
g_g002233,g002233,22;8
g_g002235,g002235,13;3
g_g002238,g002238,2;23;22;6;27;11;9;6;5;4;3;2;1;26
g_g002241,g002241,1;10;2;5;7
g_g002242,g002242,21;21
g_g002244,g002244,1;13;2;27;28
g_g002245,g002245,10;2;21;22;5
g_g002247,g002247,22;23;3;26;12
g_g002255,g002255,1;21;23;24;5
g_g002256,g002256,1;10;21;3;5
g_g002258,g002258,21;8
g_g002262,g002262,2;6;5;9;3;22;27
g_g002264,g002264,1;22;23;24;26
g_g002271,g002271,2;22;4
g_g002273,g002273,1;28;4;8;9
g_g002275,g002275,2;3
g_g002412,g002412,1;22;23;24;3
g_g002416,g002416,22;27;5;9
g_g002417,g002417,13;24;3;1;12;22;26;21
g_g002421,g002421,2;22;26;3;4
g_g002429,g002429,12;26;3
g_g002431,g002431,21;22;26;4
g_g002436,g002436,12;2;4
g_g002438,g002438,1;12;2;26;6
g_g002440,g002440,10;22;7;9
g_g002441,g002441,11;26;6
g_g002445,g002445,22;5;6
g_g002446,g002446,2;3;4;7;9
g_g002460,g002460,2;3;6;9;11;12;24
g_g002465,g002465,2;22
g_g002466,g002466,11;2;21;23;3
g_g002472,g002472,1;2;3
g_g002473,g002473,2;4;6
g_g002475,g002475,27;28
g_g002478,g002478,1;10;6;8;9
g_g002483,g002483,8;22;24;25;26;27
g_g002492,g002492,1;2;21;22;4
g_g002496,g002496,11;21;22;24;9
g_g002497,g002497,22;4;6
g_g002500,g002500,5
g_g002512,g002512,1;13
g_g002513,g002513,1;2;21;3;4
g_g002516,g002516,2;21;22;3;4
g_g002519,g002519,1;2;22;3;5
g_g002521,g002521,2;21;22;23
g_g002533,g002533,21;22
g_g002538,g002538,21;22;24;3
g_g002542,g002542,1;2;3;4;6;12;21;22;23;24;26;7
g_g002543,g002543,6
g_g002545,g002545,22;24;26;3;7
g_g002546,g002546,11;2;21;22;5
g_g002552,g002552,2;22;23;6
g_g002554,g002554,12;2;21;3;6
g_g002560,g002560,21;22;5
g_g002564,g002564,3;1;2;4;7;6;12;13;22
g_g002565,g002565,2;22;26
g_g002570,g002570,1;21;22;26;8
g_g002583,g002583,21;22;26;27;7
g_g002585,g002585,2;21;22;6;8
g_g002588,g002588,2;22;28
g_g002593,g002593,1;11;12;2;3
g_g002601,g002601,1;21;22;24;26
g_g002603,g002603,12;22;26;4;9
g_g002606,g002606,1;28;3;6
g_g002607,g002607,21;3;4;6
g_g002612,g002612,1;2;21;22;8
g_g002616,g002616,24;3;5;9
g_g002620,g002620,1;27;8
g_g002622,g002622,1;10;22;23;4;27;26;24;21;6
g_g002624,g002624,1;2;3;5
g_g002626,g002626,2;10;21
g_g002627,g002627,2;22
g_g002631,g002631,1;21;4
g_g002632,g002632,2;3;5;6;9
g_g002633,g002633,21;22;24;25;26
g_g002634,g002634,12;22;3
g_g002636,g002636,12;6
g_g002637,g002637,4;8
g_g002638,g002638,21;22;26;27;6
g_g002647,g002647,1;2;3;4;5
g_g002648,g002648,10;21;22;6;9
g_g002657,g002657,2;27
g_g002658,g002658,22;23;26
g_g002668,g002668,3;6;21;24
g_g002671,g002671,2;22;27;6
g_g002679,g002679,2
g_g002680,g002680,2;22;7
g_g002683,g002683,27;3;6
g_g002688,g002688,2;21
g_g002690,g002690,1;2;24;6
g_g002691,g002691,10;22;25;3
g_g002693,g002693,13;22;26;3;6
g_g002698,g002698,22;23;3;4;9
g_g002701,g002701,22;26;4;7
g_g002702,g002702,2
g_g002703,g002703,11;13;21;28
g_g002704,g002704,13;21;27
g_g002705,g002705,22;4;6;7;9
g_g002711,g002711,1
g_g002718,g002718,1;22;7
g_g002719,g002719,1;2;22;3;6
g_g002727,g002727,12;13;24;3;6
g_g002729,g002729,13;28;3;6
g_g002731,g002731,22;1;4;2;7
g_g002732,g002732,1;12;22;7
g_g002735,g002735,1;10;22;26;7
g_g002738,g002738,12;21;22;24;3
g_g002744,g002744,12;22;26;4
g_g002745,g002745,21;22;3;6
g_g002750,g002750,6;22;1;4
g_g002752,g002752,8;21;22;24;26
g_g002753,g002753,10;22;23;24;5
g_g002759,g002759,2;24;3
g_g002760,g002760,11;21;24;5;8
g_g002762,g002762,11;2;21;22;6
g_g002764,g002764,1;10;11;23;6
g_g002765,g002765,9
g_g002766,g002766,22;23
g_g002767,g002767,11;26;2;1
g_g002770,g002770,11;2;5;6;7
g_g002776,g002776,8;3;22
g_g002784,g002784,2;23
g_g002793,g002793,4;22;2
g_g002795,g002795,3
g_g002798,g002798,12;2;22;26
g_g002802,g002802,2;21;22;26;9
g_g002804,g002804,1;4;6;22;23;12
g_g002806,g002806,3;6;1;3;22;6
g_g002809,g002809,22;24;3;6
g_g002811,g002811,22;2;4;6;22;24;26
g_g002819,g002819,1;2;22;6;9
g_g002820,g002820,10;2
g_g002825,g002825,23;26;4;5;9
g_g002827,g002827,2;22;23;26;6
g_g002828,g002828,23;7
g_g002829,g002829,23;3
g_g002832,g002832,6;1;27;9
g_g002833,g002833,2;6
g_g002837,g002837,1;21;24;4;8
g_g002838,g002838,22;26;27;8
g_g002841,g002841,21;22;27;3;5
g_g002842,g002842,10
g_g002851,g002851,1;21;22;4;6
g_g002854,g002854,1;10;21;22;26;27
g_g002856,g002856,3;6;22
g_g002857,g002857,27;28
g_g002865,g002865,1;13;2;6;7
g_g002867,g002867,12;2;22;23
g_g002872,g002872,2;23;28;8;9
g_g002874,g002874,11;26;5;8
g_g002875,g002875,6;5;23;2
g_g002880,g002880,2;1;3;4;6;9;12;22;21
g_g002886,g002886,1;2;3;22;12
g_g002887,g002887,1;4;9;22;23
g_g002890,g002890,10;21;22;27;28
g_g002891,g002891,1;21;22;3
g_g002896,g002896,1;4;6;21;22;24;26
g_g002897,g002897,10;22;23;26;5
g_g002900,g002900,1;25;8
g_g002903,g002903,2;22;24;3;6
g_g002906,g002906,13;2;22;3
g_g002907,g002907,21;22;26;27;6
g_g002908,g002908,12;27
g_g002912,g002912,6
g_g002916,g002916,1;22;23;3;4
g_g002918,g002918,6;21
g_g002928,g002928,11;21;22;6;9
g_g002933,g002933,12;2;22;26;6
g_g002943,g002943,11;3;6
g_g002944,g002944,1;2;3;5;6;9;10;12;22;24;26
g_g002946,g002946,22;23;26
g_g002949,g002949,10;2;3
g_g002952,g002952,1;12;3;4;6
g_g002953,g002953,2;21;24
g_g002955,g002955,1;10;3;5;6
g_g002963,g002963,6;4;26;24;22;21
g_g002967,g002967,1;2;4;6;9
g_g002974,g002974,22;24;26;11
g_g002975,g002975,5;22;3
g_g002983,g002983,22;23;3;4;5
g_g002985,g002985,3;24;28
g_g002986,g002986,12;22;4
g_g002987,g002987,21;22;26;27;28
g_g002988,g002988,1;2;22;4;9
g_g002989,g002989,6;22;1;24;2
g_g002991,g002991,1;2;22;4;7
g_g002993,g002993,5;7;8;21;24;5
g_g002995,g002995,1;21;22;6;7
g_g002999,g002999,1;13;2;3;6
g_g003001,g003001,24;6;27
g_g003004,g003004,21;22;24;26;28
g_g003019,g003019,8;8;8;8;8;8;8;8
g_g003026,g003026,6;12
g_g003028,g003028,1;22;23;26;27
g_g003029,g003029,2;21;22;24;27
g_g003034,g003034,1;21;22;26
g_g003035,g003035,1;23;24;3;4
g_g003039,g003039,11;21;24;6;9
g_g003042,g003042,22;23;24
g_g003043,g003043,2;28;3;5
g_g003047,g003047,10;23
g_g003050,g003050,1;12;2;22;3
g_g003051,g003051,2;22;23;26
g_g003053,g003053,1;2;21;23;9
g_g003058,g003058,6;6;6
g_g003059,g003059,10;21;24;27;5
g_g003061,g003061,2;21;22;4;9
g_g003062,g003062,1;22;23;26
g_g003064,g003064,1;2;22;26;4
g_g003065,g003065,3;6;24;1;4;21
g_g003067,g003067,1;3;13;21;23;24;26
g_g003068,g003068,1;21;22;6
g_g003071,g003071,1;28;4;7
g_g003077,g003077,1;13;22;26;5
g_g003079,g003079,10;22;26;4
g_g003086,g003086,1;21;22;23;24
g_g003090,g003090,21;28;8
g_g003092,g003092,1;2;4;22;26;21;24
g_g003096,g003096,2;4;5;6;9
g_g003097,g003097,1;22;3;6
g_g003098,g003098,1;12;22
g_g003101,g003101,1;22;24;26
g_g003104,g003104,2;6;23
g_g003108,g003108,21;27;5
g_g003115,g003115,1;6
g_g003118,g003118,2;3;5;6;8
g_g003119,g003119,2;21;22;3
g_g003120,g003120,1;2;22;23;26
g_g003121,g003121,12;2;3;4;6
g_g003130,g003130,27;28;4
g_g003135,g003135,8;22;3;6
g_g003137,g003137,1;9
g_g003140,g003140,3;11;27;2;22
g_g003143,g003143,12;22;23;24;4
g_g003144,g003144,3;4;6
g_g003145,g003145,21;22;27
g_g003150,g003150,1;5
g_g003151,g003151,1;10;22;23
g_g003153,g003153,12;21;22;3;6
g_g003154,g003154,10;9
g_g003159,g003159,22
g_g003162,g003162,2;22;26;27
g_g003165,g003165,22
g_g003168,g003168,11;22
g_g003169,g003169,24;8
g_g003173,g003173,12;28;4;6
g_g003174,g003174,6;22;4
g_g003177,g003177,2;27;28;4;5
g_g003179,g003179,3;4;9;22;1;26
g_g003182,g003182,22;24
g_g003189,g003189,2;22;26;9
g_g003192,g003192,21;27;28
g_g003193,g003193,3;4;5;9
g_g003194,g003194,1;2;21;22;8
g_g003195,g003195,7
g_g003196,g003196,9;2;7;1
g_g003199,g003199,21;26;6
g_g003200,g003200,27
g_g003202,g003202,5;8
g_g003208,g003208,1;3;4;21;22;24;13;2;6
g_g003210,g003210,1;11;2;22;3
g_g003212,g003212,2
g_g003217,g003217,1;3;4;22
g_g003221,g003221,1;3;4;6;9
g_g003224,g003224,21;22;24;26
g_g003227,g003227,21;22;26;28;3
g_g003235,g003235,1;22;28;4
g_g003238,g003238,12;13;2;22;24
g_g003243,g003243,3;6;9
g_g003246,g003246,1;6
g_g003251,g003251,5;8;27;22
g_g003252,g003252,22;10;6;1;2;3;24;27
g_g003255,g003255,2;22;3
g_g003266,g003266,22;25;26;27
g_g003267,g003267,2;21;23
g_g003273,g003273,2;5;6;7;8
g_g003278,g003278,1;22;23;24
g_g003281,g003281,21
g_g003284,g003284,22;24;26;3;4
g_g003290,g003290,2;28;3;9
g_g003296,g003296,23;1;22;26;24
g_g003301,g003301,2;21;22;28;3
g_g003307,g003307,21;22;23;26;27
g_g003308,g003308,2;21;26;3;5
g_g003314,g003314,2;23;24
g_g003320,g003320,3;1;9;12;13;24;28;27
g_g003323,g003323,12;13;3
g_g003326,g003326,1;22;24;7
g_g003329,g003329,22;24;26;3;4
g_g003334,g003334,1;21
g_g003335,g003335,1;3;4;6;13;24
g_g003337,g003337,1;3;4;5;6
g_g003340,g003340,6;9;3;11
g_g003352,g003352,10;8
g_g003353,g003353,10;21;22;3
g_g003355,g003355,10;2
g_g003359,g003359,22;24;26
g_g003368,g003368,11;2;22;5;9
g_g003369,g003369,1;22;26;4;6
g_g003370,g003370,1;21;22;4;9
g_g003372,g003372,1;26;3;6
g_g003376,g003376,3;13;27
g_g003380,g003380,21;22;6;9
g_g003382,g003382,23;24;5;7
g_g003388,g003388,1;2;22;27;4
g_g003391,g003391,23;3;1
g_g003394,g003394,2;22;24
g_g003398,g003398,21;22;24;9
g_g003399,g003399,11;22;6
g_g003403,g003403,1;2;22;26;6
g_g003408,g003408,24;26;5
g_g003418,g003418,6;2;22;26;1;28
g_g003420,g003420,11;21;22;6;9
g_g003422,g003422,10;21;22;23;3
g_g003429,g003429,12;2;22;3;4
g_g003438,g003438,1;26;4
g_g003444,g003444,22;6
g_g003453,g003453,12;22;6;23;26;4;6
g_g003455,g003455,1
g_g003459,g003459,21;22;24
g_g003463,g003463,1;11;22
g_g003464,g003464,22;5;6
g_g003467,g003467,2;21
g_g003468,g003468,23;6
g_g003474,g003474,2;22;23;26;3
g_g003480,g003480,11;2;21;6;9
g_g003485,g003485,22;23;4
g_g003491,g003491,11;22;24;6;9
g_g003492,g003492,2;22;23;24
g_g003495,g003495,28;6;24;1;3
g_g003497,g003497,12;2;6;7;8
g_g003499,g003499,1;22;4;6
g_g003511,g003511,23
g_g003512,g003512,21;22;27;28;5
g_g003515,g003515,21;22;23;24;26
g_g003516,g003516,22;8
g_g003525,g003525,1;21;24;26;4
g_g003526,g003526,11;2;22;4;5
g_g003535,g003535,1;24;4;9
g_g003541,g003541,21;22;24;26;8
g_g003544,g003544,1;22;26;28;6
g_g003554,g003554,2;21;22;4;8
g_g003555,g003555,21;24;9
g_g003556,g003556,10;13;9
g_g003559,g003559,12;21;22;23;4
g_g003561,g003561,3
g_g003563,g003563,24;26;4
g_g003565,g003565,1;2;22
g_g003570,g003570,5;4;21;26
g_g003572,g003572,5;22;28;21
g_g003573,g003573,22;23;26
g_g003576,g003576,1;4;6
g_g003577,g003577,12;22;23;3;4
g_g003583,g003583,9
g_g003586,g003586,1;10;27;28;3
g_g003589,g003589,22;26;3
g_g003599,g003599,21;22;8
g_g003600,g003600,2;22;24;5;8
g_g003608,g003608,22;3;4
g_g003610,g003610,2;22;23;3;4
g_g003613,g003613,21;22;26;4;7
g_g003615,g003615,22;24;26;6;9
g_g003623,g003623,21;23;26;5;8
g_g003624,g003624,21;22;5
g_g003629,g003629,22;23;5
g_g003636,g003636,1;21;22;24;26
g_g003645,g003645,22;26;3;4;9
g_g003646,g003646,11;24;3;5;8
g_g003648,g003648,2;21;22;26;27
g_g003652,g003652,22;23
g_g003655,g003655,1;2;22;27;6
g_g003658,g003658,26;4;6
g_g003661,g003661,1;2;3;12;6;22;24;21;26;27;28
g_g003664,g003664,22;26;6;9
g_g003665,g003665,10;21;22;28;8
g_g003681,g003681,22;21;24;2;26
g_g003687,g003687,1;2;22;3;6
g_g003688,g003688,1;22;3;4;9
g_g003700,g003700,21;22;26;3;4
g_g003701,g003701,1;2;26
g_g003712,g003712,2;21;22;5;8
g_g003714,g003714,21;22;26
g_g003717,g003717,12;2;24;27;28
g_g003718,g003718,13;28
g_g003722,g003722,22;26
g_g003728,g003728,1;12;2;21;22
g_g003729,g003729,3;4;6
g_g003733,g003733,1;2;3;4;5
g_g003736,g003736,2;21;22
g_g003738,g003738,2;5;6;8;9
g_g003746,g003746,1;21;24;25;27
g_g003758,g003758,1;22;26;3;4
g_g003770,g003770,2;22;25;3;9
g_g003771,g003771,3;6
g_g003779,g003779,3;6;2
g_g003805,g003805,1;22;24
g_g003807,g003807,1;21;22;4;6
g_g003810,g003810,22
g_g003821,g003821,10;2;21;22;3
g_g003824,g003824,1;22;24;4;6
g_g003839,g003839,1;22;26;6
g_g003845,g003845,22;23;3
g_g003846,g003846,4;7
g_g003847,g003847,10;21;24;4;5
g_g003852,g003852,24;5;7;9
g_g003860,g003860,22;27;3;4;5
g_g003867,g003867,21;22;23;24;26
g_g003869,g003869,24;26;27;3;4
g_g003871,g003871,22;6
g_g003874,g003874,22;23;3
g_g003875,g003875,2;22;6;13
g_g003899,g003899,1;2
g_g003902,g003902,1;5;7;23;22;4;1
g_g003906,g003906,21;22;23;26;4
g_g003917,g003917,1;22;26
g_g003921,g003921,11;2;21;22;5
g_g003929,g003929,11;2;21;22;5
g_g003940,g003940,1;2;22;4;9
g_g003944,g003944,11;2;22;4;9
g_g003950,g003950,1;4
g_g003956,g003956,9;6;4;11;21;22;24;26
g_g003957,g003957,22;3;6
g_g003959,g003959,22;24;2
g_g003960,g003960,11;2;21;22;8
g_g003961,g003961,12;21;22;1;23;3;7
g_g003962,g003962,12;13;21;22;28
g_g003965,g003965,1;2;22;26;27
g_g003980,g003980,2;3;4;6;8
g_g003984,g003984,1;24;4;26
g_g003986,g003986,21;22;27;5;7
g_g003990,g003990,1;22;6
g_g004004,g004004,21;22;4
g_g004025,g004025,1;11;22;6;9
g_g004036,g004036,1;21;22;24;26
g_g004047,g004047,2;4;5;6;9
g_g004064,g004064,1;6;22;5
g_g004065,g004065,1;2;22
g_g004066,g004066,3
g_g004101,g004101,1;12;3;4;6
g_g004103,g004103,2;3;4;5;6
g_g004104,g004104,22;23;3;4;6
g_g004109,g004109,2
g_g004124,g004124,22;6
g_g004138,g004138,2;5;12;13;21;22;26
g_g004139,g004139,10;11;23;24;9
g_g004152,g004152,21;22;3;4
g_g004154,g004154,2;22
g_g004155,g004155,2;22;23;3;5
g_g004170,g004170,21;22;27;28;5
g_g004174,g004174,2;23;3;6
g_g004180,g004180,2;21;22;3;6
g_g004187,g004187,1;23;3;4;6
g_g004189,g004189,22;5;7
g_g004205,g004205,2;26;27;3;9
g_g004229,g004229,2;25;6
g_g004231,g004231,10;21;22;6;7
g_g004234,g004234,1;22;3;6
g_g004239,g004239,1;12;22;6;7
g_g004255,g004255,21;22;24;27;3
g_g004259,g004259,1;2;4
g_g004265,g004265,1;4;5;6;22;24;26;27;28
g_g004276,g004276,1;2;21;3;7
g_g004279,g004279,12;22;24;3;6
g_g004282,g004282,10;23
g_g004288,g004288,1;21;22;24;26
g_g004289,g004289,12;22;26;6
g_g004294,g004294,13;21;22;23;6
g_g004297,g004297,1;4;22
g_g004309,g004309,1;22;26;4;6
g_g004310,g004310,12;21;22
g_g004317,g004317,1;6
g_g004318,g004318,10
g_g004324,g004324,9
g_g004327,g004327,21;24;3;6
g_g004329,g004329,1;22;6
g_g004340,g004340,22;24;27;4;5
g_g004350,g004350,2;3;4;5;7
g_g004354,g004354,1;2;22;24
g_g004355,g004355,10;12;3;4;8
g_g004359,g004359,23
g_g004366,g004366,12;22;23;3
g_g004375,g004375,21;27;5;6;8
g_g004380,g004380,12;2;22;3
g_g004383,g004383,21;28
g_g004392,g004392,1;10;2;22
g_g004393,g004393,11;3
g_g004397,g004397,9;6
g_g004398,g004398,1;12;2;3;6
g_g004399,g004399,2;2;2;27;27;27
g_g004401,g004401,1;2;21;24;4
g_g004406,g004406,2;3;6
g_g004412,g004412,1;21;22;26
g_g004416,g004416,2;23
g_g004420,g004420,1;22
g_g004435,g004435,21;24;26;5
g_g004436,g004436,3;6;1;27;4;12
g_g004438,g004438,1;10;2;6;7
g_g004446,g004446,11;22;3
g_g004453,g004453,1;22;4;5
g_g004454,g004454,2;4;6
g_g004458,g004458,1;10;2;28;6
g_g004467,g004467,1;2;22;24;9
g_g004472,g004472,1;21;22;4;7
g_g004476,g004476,1;10;2;22;3
g_g004485,g004485,1;3;3;6;7;7;11;12;22;26;23
g_g004489,g004489,1;5;6;7;9
g_g004492,g004492,12;13;22;24;3
g_g004494,g004494,12;21;22;26;27
g_g004498,g004498,12;22;24;3;4
g_g004510,g004510,1;27;4;6;9
g_g004511,g004511,2;22;3
g_g004516,g004516,3;6
g_g004519,g004519,2;6
g_g004521,g004521,22
g_g004524,g004524,13;3
g_g004538,g004538,24;4
g_g004551,g004551,2;22;24;3;8
g_g004552,g004552,22
g_g004554,g004554,2;22
g_g004556,g004556,2;21;22;26;7
g_g004573,g004573,2;22;26;27;3
g_g004578,g004578,22;23;3
g_g004593,g004593,2;22;23;3;4
g_g004594,g004594,2;23;24;4;9
g_g004606,g004606,10;21;22;5
g_g004621,g004621,2;21;22;27;5
g_g004622,g004622,1;21;22;26;27
g_g004626,g004626,13;2;3;4;6
g_g004629,g004629,1;2;22;9
g_g004630,g004630,1;21;23;4;6
g_g004631,g004631,2;22;4
g_g004636,g004636,4;5;9
g_g004637,g004637,3
g_g004656,g004656,1;2;21;6
g_g004669,g004669,1;10;22;3
