VISIT_AREA_TYPE_CD,VISIT_AREA_NM
2,경주 대릉원 일원(노동리 고분)
11,갑오 구이
11,엘제페쿠바노스
11,오륙돈
10,경주빵 찰보리빵 상점
1,저 구수 국동산
24,학동에 펜션
4,학동 흑진주 몽돌해변
4,바람길 핫도그
10,파인 에이플러스
11,엉클 밥
12,포토 시그니처 행리단길점
11,미닝풀
13,수영만 요트경기장
10,밀란 더 마켓
11,원흥 정육점 식당
24,저문 강에 삽을 씻고
11,스타벅스 원주 명륜 DT 점
5,솔 게스트하우스 양양 서핑점
24,캡슐호텔 양양
11,플리즈 웨이스
11,버거 월드
11,양리 단기 라운지
11,인구 시장
4,템플 온 더 비치 클럽
4,롯데 프리미엄 아웃렛 이천 점
11,산더미 숯불구이 전문점
13,웰리힐리 파크
8,오로라 파크
2,통리 탄탄 파크
1,구문소
24,태백관광호텔
11,태백 실비식당
4,태백 축산물 백화점
1,중앙탑공원 중원 탑평리 7층 석탑
9,원주휴게소 춘천 방향
11,신토불이 감자옹심이
11,무이 커피
11,마카오 박
24,월드스테이트 속초
11,최태섭 대박 김밥 속초 본점
3,민우당 서림
11,환공어묵 부산역점
11,돼지 면옥 본점
11,모 모후
3,부산타워
4,수변 최고 돼지국밥
10,비엔씨제과 부산역점
2,이 송도 전망대
24,가가 펜션
1,이 가리 방파제
11,카페 냐짱
10,CU 포항 월포 비치점
11,월포 가락국수
1,우포늪 생태체험장
11,우포랑 따오기랑
7,우포늪
11,엘리노
24,AG45 호텔
13,메인스트림 셀프스튜디오
11,덕이 아틀리에
10,아이엠 부산
11,갈맷길 돼지국밥
10,디핑 케이스 서면점
10,아비 베르
1,송대말 등대 빛 체험 전시관
11,닭만 공격
24,CELL27 스파 풀빌라 펜션
1,나 정고운 모래해변
13,레이저 아레나 경주 보문
1,스타벅스 광안 비치점
1,광안리해수욕장 해바라기 축제
24,마린 뷰 호텔
11,광안리 막창집 2호점
11,포레스트원
11,장승진 스시
7,북항재개발구역
9,떡 공방 형제 부산 KTX 역점
11,서면 밀면
11,솔레 젤라또
3,서면 미술관
24,마론 호텔
11,서희와 제과
11,더베이 베이커리
11,고연옥 부산 광안점
22,원주혁신도시 8단지 부영아파트
11,맥도날드 원주 단구 DT 점
12,원주시립중앙도서관
10,모 브랜드 원주 단구점
11,볼타 커피
10,유니클로 원주점
3,롯데시네마 원주 무실
10,상지 식자재 할인마트
11,스타벅스 원주 IC DT 점
1,김호중 소리길 봉황대 연화지
3,김천시립미술관
11,둥지톳밥
24,칸 호텔
11,내담 해물탕 찜 덕곡 율곡점
7,김천 부항댐 출렁다리
2,조덕환 선생 공덕비
11,일출 수산
12,대구중앙교회
11,소노벨 청송 수달래
11,문이든
11,미혜 횟집
24,국립대관령자연휴양림
1,소논문 델피노 주차장 4
1,장사항
5,속초 파워보트 클럽
7,국립대관령자연휴양림 숯가마
2,대관령 박물관
11,회산 장칼국수
11,불타는 쌈밥
2,원주 제일 장로교회
24,오크밸리리조트 빌리지센터
13,바운스 슈퍼 파크 원주 오크밸리센터
24,오크밸리리조트 골프콘도 B동
11,아무튼
6,오크밸리 스키빌리지 수영장
11,문리버
11,1997동굴 갈비
10,CU 피닉스 평창센터 플라자점
3,아브토
4,시골편지
1,치악산국립공원 구룡 지구
24,베니키아 호텔 비조인
11,송 돈
4,AK플라자 원주
11,설빙 강원 원주 단계 점
11,스타벅스 원주혁신도시점
24,시우와 당
10,불국 빵
1,봉길 대왕암 해변
11,대구회 식당
11,강릉 순두부 장칼국수
4,배니 닭강정
11,마시와 본점
11,폴 앤 메리 버거 강문점
11,이디야커피 강릉강문해변점
10,원흥 건어물
24,오크밸리리조트
10,GS25 오크밸리 골프점
11,용 가락국수 원주 오크밸리점
11,또 와 식당
6,뮤지엄 산
11,신창 반점
9,청통휴게소 대구방향
4,홈플러스 대구 수성점
9,동대구역 네거리
24,블랑 비치펜션
9,춘천휴게소
5,강릉항 요트마리나
11,솔향 대게
11,커피 드로잉
11,라뤼슈
13,주문진 수산시장
11,오차드 베어
9,하동역
10,풀 마트 하동점
11,메가 MGC 커피 하동점
24,바카스 하우스
10,알뜰살뜰 마트
9,하동 버스터미널
9,청주 고속버스터미널 정문
10,올리브영 청주터미널 중앙점
11,김밥천국 청주터미널점
24,SL 호텔 강릉
11,해송 횟집
11,스 시카 이토
11,산토리니 강릉 안목 본점
4,강릉에 컷 월화 거리점
11,제주 해안 물회
11,오션 투 유 다연
11,수제비집
11,서울 여관 식당
24,신라스테이 해운대
11,고 망고 해운대 비치점
10,포니 필름 밀란 더 마켓점
11,덕성 수산
11,맥도날드 해운대 DT 점
13,부산국제영화제 부산사무국
11,호우 섬 신세계백화점 센텀시티점
24,KT 경주 수련관
11,스타벅스 경주 보문로 DT 점
11,화수 브루어리 경주점
11,엘로우
24,하우스웨이 더블
11,삽교리 동치미 막국수 본점
4,드봉 마젤
11,영진 횟집
9,서 부산 휴게소
6,사천 바다 케이블카
11,남도 뷔페식 정식
11,카페 비토리아
11,온 천집
4,블루 보틀 커피 트럭 부산
9,팜파스 휴게 식당
11,고향 막국수
13,하늬 라벤더 팜
1,가진 해변
10,인제농협 하나로마트 원통점
11,더 저울
11,인제 스피디움 티켓박스
24,도도 펜션
11,에브리싱 황리단길점
11,써브웨이 서울고속 터미널점
11,우김 버거
11,이스트 피자
3,양리 단기 라운지
24,템플 온 더 비치 클럽
11,원주 종갓집 본점
9,발심사
7,가리왕산 마상치 사거리 분기점
1,가리왕산
13,정선 레일바이크 주차장
13,아우라지역
24,갤러리 모텔
11,정선농협 한우타운
4,정선농협 하나로마트 아라리점
6,병방치 스카이워크
1,몰운대 주차장
1,소금강 전망대
1,화암 동굴
11,인제 막국수
24,갯골 산머루 민박
11,대명로 손 짜장
11,코쿠이
10,클러스터 라운드 2호점
11,나뭇잎 마을
11,아따 아따
11,라일락 식탁 동대구점
4,롯데백화점 부산본점 에비뉴엘 주차장
4,송정 삼대 국밥
9,서희스타힐스 센텀프리모 오피스텔
1,광안리 해변 테마거리
9,서울역 KTX 대회의실
24,피닉스 평창 오렌지동
11,장평 막국수
4,롯데 아웃렛 서울역점
10,모던하우스 춘천 근화점
11,메가 MGC 커피 춘천 온의 파크 점
24,금호 설악리조트
11,켄싱턴호텔 설악 더 퀸
13,국립산악박물관
3,청초 호수공원
10,GS25 속초 대우점
3,청간정 자료 전시관
7,해파랑길 46코스(일부)
11,번투드웍스
11,수향 회 국수
11,이스트 커피
11,ATC
7,해파랑길 39코스
11,라이니아 한우 무한리필
5,웰리힐리 파크
10,CU 웰리힐리 파크 점
11,웰팍치킨리조트
12,성우 노래연습장
6,웰리힐리 파크
12,동서울 종합터미널
11,고씨네 동해 막국수 강문본점(구.메밀골동해막국수)
24,베이스캠프
11,자연산 수산물 직판장
11,더 프롤로그 필드
8,월과 교
1,가야산국립공원 백운동 지구 계곡
24,가야산국립공원 백운동 야영장
12,가야산국립공원 백운동 야영장
11,합천 댕김
1,가야산 소리길
13,마린 서프
4,주문진 좌판 풍물시장
10,GS25 주문진항구점
11,배스킨라빈스 강릉 주문진점
11,초당 훈유 순두부 짬뽕
4,씨엠디컴퍼니
13,경포해수욕장
11,원골
11,스타벅스 춘천 구봉산 R
4,스터디엔 공간
11,뜨던 동성로점
4,대구 삼성 창조캠퍼스
11,BBQ 동대구역점
24,미드타운 호스텔
10,세븐일레븐 대구동성로토요코인점
10,빵 장수단팥빵 반월당역점
11,노브랜드버거 경산정평역점
24,머물곳 2호점
11,히든 블루
13,장생포 고래생태체험관
11,인얼스커피 울산 동구점
11,미파집
11,옥이네 밥상
24,라 클라우드 펜션
9,다이소 강릉 터미널점
13,세인트존스 호텔
4,홈플러스 강릉점
1,월파정
11,은화 식당
11,불란서 그로서리
24,넘버 25호텔 광안리점
11,광연이 포차
11,웨이브 263
11,용이 초밥 광안리점
11,꽃 채운 김밥 경남대점
10,지리산 청학 농협 청암지점
1,묵계리 계곡
11,양산박 막국수
24,비바체리조트
10,CU 하동 비바체리조트점
11,비바체리조트
13,스타에이하동
11,뼈큰감자탕
1,철원 한탄강 주상절리 길 순담 매표소
24,다인 펜션
11,카페 오분 동
11,광명 기사식당
11,데네브
4,디스 모멘트
11,대릉 갈비
11,장터 손칼국수
11,대화 만두 항리단점
11,교동 경주빵
11,피닉스 평창
12,삼성전자서비스 하남 휴대폰 센터
4,정동진 시골밥상
4,크림 브리즈
2,등명락가사
13,탑스 테인 리스강 호텔 - 엔터테인먼트 편의시설
1,탑스 테인 리스강 호텔 금진온천
7,강릉 카페거리
4,통보리
10,포토 이즘 박스 황리단길점
11,아나타 카페
24,황남채
10,어서어서
11,코타
11,동양 백반
11,황금십원빵 2호점
24,송정 콘도
11,주문진 남매 식당
11,해물 파는 삼촌
11,어부와 바다
12,르노 코리아 자동차 서비스코너 춘천점
11,이디야커피 부산 용궁사점
11,제주항 생갈치 쌈 정식
11,토암산솔밭가든
24,토암산자연휴양림
7,포항 학산천
12,포항농협주유소
4,이마트 통영점
11,해운정
2,한산대첩 광장
24,하는 산 바다
11,수메르 카페
4,설빙 경주시내점
11,버거 베이
11,댄싱 컵 일광점
24,에이치 애비뉴 기장 일광점
7,일광이 전 생태공원
24,에이치 애비뉴
9,합강정 휴게소
5,계곡
24,모나미 펜션
11,리틀 코브
10,홈플러스 메가 푸드마켓 아시아드점
11,충무 명물 김밥 세상
11,모노스코프
11,국제 밀면 본점
10,영광도서
11,카페 마리 솔
11,타짜 정병윤 셰프의 막국수
7,동암
24,더 뮤즈 호텔
11,더 뮤즈 호텔
11,에이치 어스
11,덕이 생선구이
11,애즈 애즈
7,약사천 수변공원
24,호텔 올레
10,롯데마트 춘천점
9,문 막아 휴게소
4,등대 수산
2,아들바위공원
24,시월 오일
11,민자 수산
4,스타벅스 강릉강문해변점
24,라라 그릴 하우스
11,카페 로그
11,봄날은 간다
24,이상인 미술관 스테이
11,멍텅구리
11,산토리니
11,라운지 5
1,구봉산 전망대 카페거리
13,이상인 미술관 도자공방
3,이상원 미술관
11,전통 순두부 닭갈비
11,이상인 미술관 카페 1
11,한올 오징어 보쌈 국수
11,12월 22일
3,이사 부상자 공원
11,황정숙 막국수
11,시만 차
12,드봉 마젤
24,루센 오션파크 속초
11,성진호 홍게 무한리필
11,만석닭강정 엑스포 본점
24,테레인바이더블류펜션
11,미트 컬처
1,강릉 남대천
4,라라의 안목
11,허스크밀
24,아쿠아 베이
10,홈플러스 포항점
1,송도 솔밭 도시숲
11,아임 파인
10,GS25 포항 오션점
1,포항 송도 해수욕장
13,포항함체험관
11,우마왕 본점
11,동천
1,감포해수욕장
24,성주 뷰 펜션
2,금수문화 예술마을
11,촌두부 집
11,그린비 서생점
11,나사리 쌀국수
4,하버 스퀘어(러키 웨더 젤라또)
11,남해 촌집 화소만
24,상주 장호 스텔
11,새 주장 커피
10,이동복 떡집
11,일식 면 예찬
3,남해가
11,빨간 등대
13,신라스테이 서부산
11,헬멧
24,소소한 이야기
12,GS칼텍스 (주) 황산 주유소
11,예쁘다 하조대
5,탄비치 레이 버스 서핑
11,강릉유환식당
11,왕십리 야채곱창
24,흥정 스케치 펜션
10,둔내농협 하나로마트 본점
4,봉평 전통시장
6,피닉스 찜질방
11,언덕 위에 장독대
11,카페 141
9,둔내역
11,맥주 아비 망우역점
11,레고랜드 코리아리조트 시티 레스토랑
6,레고랜드 코리아리조트 레고 시티
6,레고랜드 코리아리조트 수영장
6,레고랜드 코리아리조트 레고랜드 전망대
11,시골 순댓국
4,오버랩
4,이 터널 저니
4,Mobydic market
11,오소리 순대
10,세라젬 웹 카페 센텀 직영점
11,광안리 피시
24,아르반시티호텔
4,연일 전통시장
11,고메 밀면
11,우차 본점
11,조민석의 청년 갈비 황금 면 옥 태화강 국가 정원점
24,넘버 25 울산 번영로점
3,태화강 국가 정원
11,가지 산 언양불고기
24,브룩스 플럭스 호텔
6,브룩스 플럭스 호텔 수영장
11,브룩스 플럭스 호텔 루프탑
1,주상절리 조망 타워
11,기와집 해물칼국수
11,노티스
5,아이 러브 유 요트
11,송도 1913
7,송도공원
13,부산타워
5,히든 서프
1,사천진 바위섬
9,강릉역 주차장
10,주문진 수산시장
24,나무집 2
11,명가 네 손칼국수
24,언바운디 경주
13,대산도예체험장
11,셔터
11,일품 곰탕
6,경주 동궁원
9,영월 버스터미널
9,영월역 주차장
4,평창영월정선축협 하나로마트 영월점
12,영월 드론 전용 비행시험장
24,핑크문
1,고씨동굴 주차장
11,영월 소금빵
24,오션스파 사우나
9,화양강휴게소
1,청태산
6,척산온천휴양촌
13,장사항 활어직판장
11,영금정 바우네 칼국수
10,모녀 가리비
8,속초해수욕장
24,아리아나호텔
1,대구수목원
4,어쩌지막창 황금점
4,스타벅스 대구 수성 호수 R 점
11,대봉정
24,선돌 흙집 펜션
11,다슬기 한마당
11,세심 다원
12,카카오풋앤바디 화정점
11,파파이스 화정역점
4,월정교
24,보문 프러포즈 펜션
4,경주 꽃빵
11,경주동
11,보노
11,조가네 떡갈비 쌈밥
3,씨네 Q 경주 보문
11,황남 갈비
12,스쿠터
11,황남 샌드
11,두끼 떡볶이 울산 송정점
4,서호천 농협 하나로마트 두미 지점
24,위드에 펜션
1,팔봉산관광지
24,휘게 51
4,어달해변
11,동해 제빵소
11,원조 전주 콩나물국밥
9,청도 새마을 휴게소 주유소 대구방향
9,범어 쌍용예가 아파트
11,곱빼기 식당
10,퍼스트 헤어
10,라봉봉제과점
11,혜안 플레이스
10,GS25 신금호역점
10,GS25 경주백률점
24,크림 호텔
10,동천 떡집
22,다솜 디자인
10,황남쫀드기 대릉원점
11,물참 면옥
24,Casa906
11,잭 아저씨 족발보쌈 단구점
11,사운드 오브 사일런스
24,시크릿 파크 스파 펜션
24,백두대간 생태수목원
11,임계 막국수
7,백두대간 생태수목원
11,신선설렁탕 작전점
12,현대자동차 블루핸즈 문막점
2,오대산국립공원
6,스파밸리
11,홍 위원 가창점
12,kk 중앙 2주유소
11,해피 베이글 데이
11,오직 전복죽 기장 끝 집
11,오프 오
3,죽성 드림세트장
11,호랑이 장칼국수
9,거가대교 홍보전시관
2,칠천량 해전공원 전시관
11,소향 다원
13,옥계해수욕장
4,하청농협 하나로마트 본점
7,맹종죽 시배지
24,힐 스토리 풀빌라 펜션
3,고향 상회
13,거제 식물원 정글타워
3,곤충생태체험관
3,다육식물 전시온실
1,농심테마파크
11,더 꽃 본점
3,거제 옥포대첩 기념공원
2,거제 옥포대첩기념공원 거충사
11,고 망고 광안리점
12,플립사이드 마켓
8,벡스코
11,권인숙 고성 생선찜
5,롤리서 프
11,경포야 참숯 화로구이
5,컨 피네스 오션 스위트
11,역전 가락국수 41 평택역점
11,던킨 평택 민자 역사점
4,CU 평택 애경역사점
10,핑크 인 더 박스
24,해링턴 하우스
4,CU 광안 디오션점
24,해링턴 타워 광안 디오션 오피스텔
11,덮밥 좋은 날
24,한옥스테이 마루
11,말콤 버거
2,만휴정
2,묵계서원
4,코인노래방 동성로
11,봉구 비어 대구 종로점
11,토요코인 대구 동성로점
4,대구 백화점 대백플라자점
12,수성 삼성 정형외과의원
4,청춘 다 꽈배기 팔공산점
11,초이스엠
1,칠곡중학교
11,맥도날드 울산 굴화 DT 점
10,굿앤 구스 거제점
11,소노캄거제 몬테로 쏘
11,소노캄거제 마리나베이
11,소노캄거제 BBQ 팩토리
6,소노캄거제 오션 어드벤처
11,일운 국밥
10,일운농협 하나로마트 본점
12,동부 3주유소 세차 광택
11,봄내
11,헤이븐
2,분성산 봉수대
11,국수가
1,K-water 합천댐 물 문화관
1,황매산 오토캠핑장 제1캠핑장
11,인얼스커피
1,황매산 억새 군락지
11,우즈 베이커리 안동점
11,조광 실내 칼국숫집
5,옥 당분식
11,디저트 39 부산 사직운동장점
5,부산 사직종합운동장 사직야구장
11,도라 볼
4,CRR 3호점
4,별꽃 상점 2호점
4,별 한 스푼
4,트윈에뚜왈
4,마가린 상점
11,스타벅스 남천점
11,영진 돼지국밥 경성 부경점
4,삼진 어묵 부산역 광장점
4,대포항 난전 활어시장
11,메리 고 라운드
24,아카펠라 게스트하우스
4,이와 국수 1호점
4,모자 호떡
13,경포 생태 저류지
13,경포가 지연 습지
11,장산리 막국수
11,YOUTOO 카페
11,쏠비치 양양 셰프스키친
4,솔티 캐빈
24,봉바위돌집캥핑장
11,카페 이야기 담
11,까치 칼국수
4,레드망치
11,리도 커피
11,여고시절 카레 떡볶이
6,원더 스카이
11,리베리 브라더스
11,진주냉면 산홍 본점
2,옥산서원
2,독락당
13,옥산 세심마을
11,낭만 커피
4,시골밥상
2,의성 조문국 박물관
1,고운사
1,사촌 전통마을
11,인사동
11,원주 꼬꼬
11,알통 떡 강정 경북 의성 점
1,치산계곡
11,황태덕장
6,용평리조트 용평 워터파크
11,대관령 한우 실비식당
24,모나 용평리조트
10,미니스톱 용평 플라자점
11,모나 용평리조트 하반
11,스타벅스 강릉 안목 항적
1,집 다리 골 자연휴양림 지암계곡
24,집 다리 골 자연휴양림
11,산청 식당
11,카페만 휴정
2,보백당 종택 및 묵계서원
11,유명 찜닭
12,월영교
12,이마트 24 안동댐
2,병산서원
11,병산 손 국수
11,탈빙기
2,삼 성현 역사 문화공원
11,경산 동의한방촌 약선 웰빙 뷔페
13,경산 동의한방촌 내 족욕체험장
1,반곡리
11,두 낫디 스타브 반곡 지점
13,조선 군선 및 통영 마스코트 동백이 관람
11,죽림 곰탕
1,망치몽돌해수욕장
24,비오스 펜션
1,해금강 외도 관광
4,바람의 핫도그 본점
24,인터불고 엑스코
11,스타벅스 대구 유통단지점
5,인터불고 엑스코
11,딱 좋아 막 창 본점
22,언니 집
11,인터불고 엑스코호텔 내의 식당
4,자라 Dongsungro
11,리얼즈
1,후정해수욕장
11,대승 칼국수
24,후정해수욕장 야영장
11,흙 시루
13,성류굴
9,파리 크루아상 천등산 주유소 평택 방향
11,어방가
1,윤동도
24,봄 하우스펜션
11,순보가
11,언니 다방
4,칠성 조선소
5,속초 마리나
11,오션 갤리
11,한옥카페 뜰 안
10,승훈이네 젓갈
11,바보형제 주꾸미 제천점
24,뚜르드퐝 속 호텔 게스트하우스
11,해파랑솥밥
11,로스터리 맨
7,포항 철길 숲
11,디 에이블 광안점
11,파스쿠찌 광안리점
11,맥도날드 초읍 DT 점
24,라라 호텔
11,맛들이 포차
12,포토 랩 플러스 서면점
11,포차 끝판왕
12,제이 앤 제이슨
12,그루브
11,더 리터 초읍점
11,코키 펍 광안리점
12,포토 그레이 광안 해변점
9,주천 버스정류장
2,영월 법흥사 적멸보궁
4,마음의 약방
11,용천 막국수 본점
11,운두령 횟집
11,감자 창고
24,알펜시아리조트
7,알펜시아리조트
12,알펜시아 노래연습장
11,오대산 산채 1번가
10,오대산 아침
11,카페 연월일
11,충주 상회
11,영금 물회
11,도산 식육식당
1,금오산 케이블카
2,야은 역사체험관
11,카페 메종
1,금오산 올레길
2,구미 성리학 역사관
11,바로 그 집
9,용문 휴게소
8,홍천 찰옥수수축제
4,홍천중앙시장
11,배스킨라빈스 대구 옥포점
4,이지 피지
4,러빙 룸
9,구미역 후면 광장 지하주차장
10,책 봄
11,배키우동
4,금리단길
11,어스 베이글
10,꼬마또래 문구
5,캠프 8
24,호텔 앙코르
9,오수휴게소 순천방향
11,황금 손가락
4,허니 홈피
2,여수 예술랜드
13,여수 예술랜드 미다스의 손
11,GS25 여수 예술랜드점
11,맥도날드 여수 학동 DT 점
11,여수수산시장
7,여수 낭만포차 44번
11,GS25 남해대교점
11,옐로 박스 365
5,하동 짚라인 매표소
11,금양 가든
9,오수휴게소 충전소 전주 방향
4,모 브랜드 대전 관저점
11,비화 커피
10,GS25 경주 첨 성대점
4,그믐달 셀프스튜디오 황리단길점
4,모노 맨션 황리단길점
6,캐니언 파크
24,커스텀 호텔
11,한 가면 반
2,장생포 고래생태체험관
6,부산 칠드런스 뮤지엄
12,이마트 24 대동초 정점
4,대방 디엠 시티 오션 스퀘어
3,롯데시네마 부산 명지
11,마장동 김 씨 명지점
4,트레이더스 홀세일 클럽 명지점
24,별궁 모텔
9,함양 시외버스터미널
11,장충동 왕족발 함양점
2,개평한옥마을
10,솔송 주문 화관
11,다모
2,남계서원
11,솥뚜껑 삼겹살
13,함양 대봉산 휴양밸리 대봉 스카이랜드
13,함양 대봉산 휴양밸리 대봉 스카이랜드 대봉힐링관
2,용추계곡
9,거창 버스터미널
11,원조 밀물 식당
1,나폴리 농원
11,혁이네 다찌
11,장안 반점
24,용화 실크로드 펜션
8,삼척해변
7,새 천년해안 도로
11,할리스 동해 촛대바위점
11,삼척 보스 대게 본점
10,베스트 슬립 원주점
10,마르코 제노 원주점
4,원주 중앙시장
24,헤르몬 호텔
11,삼겹 파티 지사점
1,수로왕릉
10,포토 시그니처 포항 두 호점
10,포도 포항영일 대점
11,GS25 포항 대잠점
24,호텔투겐하트
2,철길 숲
11,삐 갈레 브레드
1,포항 운하 관
11,옥희 커피
11,신대구 횟집
11,더 벤티 포항 효자시장점
10,삐 갈레 브레드
4,장호 닭갈비 명가
1,국립춘천 숲체원
1,강원 특별 자치도립화목원
12,춘천역 경춘선
4,명동 입구
24,그린 힐링
9,언양 임시 시외버스터미널
2,"교촌마을, 월정교"
11,구리뜰막국수
11,하누 카누 횡성점
13,횡성한우 체험관
2,풍수원 성당
12,서원농협 하나로마트 유현점
10,삼표 에너지 야탑 주유소
2,신현리 고분군
2,고모산성
2,문경 토끼비리
11,문경 식당
11,금산 재어 칼국수
24,마법의 성
11,케이프 라운지
11,까멜리아인 구룡포
24,아르빌
11,연다라회대게식당
11,아딥크
12,솥골
4,억지 춘양시장
11,카페 대정 연가
9,경기 광주 휴게소 주유소 원주 방향
24,호텔 루이스
11,옥천 포차
10,세븐일레븐 강릉동부시장점
4,임당동 벽화마을
11,스타벅스 강릉 중앙로점
10,나니 랜드
11,말차로
10,강릉 중화 짬뽕 빵
9,강릉 개인택시 충전소
24,문들
9,여기가 좋겠네
11,내 고향 막국수
11,맛있는 김밥 마을
11,파리바게뜨 분당 야탑점
24,레이 밸류
10,세븐일레븐 강릉 시외버스터미널점
11,강릉항 회 센터
5,안목 해변
11,메가 MGC 커피 강릉 시외버스터미널점
11,먹거리해물생칼국수
24,석굴암 한옥펜션
9,경주 IC 휴게소
11,범바우 막국수
10,토성농협 하나로마트 본점
10,세븐일레븐 고성 삼포 펜션점
10,GS25 오션 투 유리조트 점
10,GS25 설악산점
2,설악산
9,한계령 휴게소
12,옥녀탕
10,이마트 24 SMART 홍천 자활센터점
12,스카이 주유소
24,펠리치타
6,오크밸리리조트 빌리지센터
2,곤륜산
11,하오 쓰
4,천일식당
4,고깃집
24,비앤비 스테이
4,디저트 39 강릉 입암점
4,라티엔 다
1,한 맹방해수욕장
13,추억의 달동네
24,경주 꿈의 궁전
2,사명대사길
13,김천 부항댐 출렁다리
11,아웃백 스테이크하우스 원주점
12,청량리역
12,원주역
12,프롬 포토 원주점
3,CGV 원주
11,공지천 닭갈비 혁신점
13,황룡원
2,보문정
6,경주 루지 월드
10,보문 콜로세움
12,쏘카 존 경주 시외버스터미널 뒤편
12,알톤 자전거 경주 스쿠터
7,교촌마을
10,최영화 빵
10,경주 샌드
10,롯데리아 신경주역사점
11,그램그램 문경점
1,쌍용계곡
11,미성 호프 레스토랑
7,영강체육공원
4,GS 더 프레시 문경점
3,문경새재 오픈세트장
4,스타벅스 문경새재점
11,파밀리아
11,겟오프
13,Flipside Market
6,케이팝 코인 노래연습장
11,스시로 서면점
11,친구네
11,산양정행소
11,가촌 솔밭 식당
11,땅 그 부대찌개
9,본 우리 반상 울산 KTX 점
10,제로 스페이스 경주
24,락희원
11,쫀드기상회
10,시카고 포스트
11,하얀 집
2,용천사
11,옥야 식당
10,매머드 베이커리
24,농암종택
11,아차가
11,거창 숯불갈비
9,논공 휴게소 광주방향
10,홈플러스 진주점
1,부잔교 갯벌탐방로
24,경 신헌
11,동부 숯불갈비
7,월영당
11,핸즈 커피 안동댐점
1,프루토프루타
9,추풍령 휴게소 부산방향
4,진해중앙시장
7,여좌천
1,진해 내수면 환경생태공원
3,경화역 벚꽃길
11,더파티 김해점
1,장복산
2,진해루
11,옛날 촌구 수집
11,빽다방 진해 자은점
24,호텔 얌 연산점
12,신세계백화점 센텀시티점
10,신세계백화점 센텀시티점
11,프리 윌 피자
1,일광해수욕장
11,영국이네 분식
1,해피 초원 목장
24,휴 모텔
11,풍류 365
11,원조 숯불 닭불 고깃집
11,오한이 하우스
11,범부 추어탕
4,대성호
24,해가 빛(에어비엔비)
5,속초해수욕장
11,원조 유달면 옥
4,강현 하나로마트
6,웨일 라잇
7,설악산 흔들바위
7,설악산 울산바위
11,청산 본가 설렁탕
24,행운 모텔
13,하조대
11,아마
11,비에 드라
10,메르베유
11,키 리츠
10,롯데슈퍼 프레시 경주 보문점
24,별과 달 이야기
11,플라잉 볼 거제
3,CGV 거제
13,버드 앤 피시
11,더 외간
4,켄싱턴호텔 설악 아비로드
9,오일 월드 주유소
4,용남 농협 하나로마트
24,아스트로 펜션
11,선동가네 밀면
11,클라우드힐
10,오미자 꿀빵 도남점
24,DQ 모텔
13,도째비골해랑전망대
4,나인 비치 37 surfpub
11,망상 제빵소
11,동막골 식당
13,추암 촛대바위 출렁다리
11,DAKOTA CAFE
11,정라 횟집
11,평창 왕갈비
24,강릉 고전 한옥펜션
12,경포해수욕장
22,처갓집
4,이마트 춘천점
24,수향 모텔
11,이디야커피 춘천 코레일점
11,황토집 숯불닭갈비
2,문경오미자 테마공원
11,촌짬뽕
13,문경도 자기 박물관
5,문경철로자전거 진남역
1,주암정
24,넘버 25 홍천 IC 점
11,이디야커피 홍천 연봉점
10,속 안고 기념품 가게
11,해안 길 15
11,속초도 해물 곰탕
24,오대산 힐링타운 물빛도
11,KFC 원주 단계 DT 점
10,평창축협 하나로마트 진부점
11,유정 식당
3,218평창동계올림픽대회 및 동계패럴림픽 대회 기념관
1,곳
7,장군교
11,트로피
11,반월성 화덕피자
11,이어서(북 카페)
6,뽀로로 아쿠아빌리지
4,바실라 주차장
11,스타벅스 경주 보문호수 DT 점
11,조은 밥집
11,소 소풍경 베이커리
2,비단벌레차 매표소
1,주왕산 상의 탐방안내소
7,시루봉
7,용추폭포
7,용연폭포
9,청송 버스터미널
11,참새미골
11,부용
13,천마총 전동차 대여
1,경주읍성
10,천마 문구완구 백화점
24,잎새달스므날
11,지금 돼지
11,맥도날드 경주 용강 DT 점
4,하마 필름
10,CU 경주 황리 비단길점
12,유성 셀프주유소
1,팔공산 하늘정원 1주차장
11,포에 밀
1,도성암
12,비슬산 참숯굴 찜질방
11,아르떼 뷔페
11,성주 막창 대명점
24,비너스 모텔
11,공주다
11,마마 다이닝 본점
11,대박 양념 어묵
11,도깨비 제빵소
1,금오산 제1주차장
1,상주은모래비치 포토존
24,남해스포츠파크호텔
12,현대자동차 블루핸즈 남해점
11,남해 전복 물회
11,르뱅 스타 독일 빵집
24,지오 파인 트리
11,시다고 커피 양양 동호해변점
2,"하조대 등대, 정자"
4,오 실장 회 포장
11,뜨락 전통 손칼국수
5,진하해수욕장
22,센트레빌
24,미드나이트인 경주
11,한성 미인
12,하루 필름 황리단길점
11,밀리언 피자 경주 본점
2,분황사석탑
1,동궁과 월지 연꽃 단지
11,어마 무시 황리단길점
2,평창무이예술관
4,월이 메밀 닭강정 봉평 본점
5,피닉스 평창 루지 랜드
1,의신계곡
24,두 번째 벚꽃
1,화가 천
2,쌍산재
11,적사부
1,정양 레포츠공원
1,정양늪 생태공원
24,준호텔
11,가마솥 순두부
11,에스리떼
1,가야산국립공원
4,모 브랜드 포항 초곡점
1,옥계 텐트촌
4,신포항 농협 하나로마트 송라점
24,힐링 턴 리조트
11,장사리 카페
